TranscriptCourseID,LocalStudentID,CourseCode,CourseName,SubjectArea,SchoolYear,Term,CreditsEarned,FinalGrade,Passed
TR0870,S10087,IT1,Principles of IT,CTE,2023,S1,0.5,B,Yes
TR0871,S10087,EDU1,Principles of Education,CTE,2024,S2,0.5,A,Yes
TR0872,S10087,MFG1,Principles of Manufacturing,CTE,2025,S1,0.5,B,Yes
TR0873,S10087,ENG1,English I,ELA,2026,S2,0.5,B,Yes
TR0880,S10088,EDU1,Principles of Education,CTE,2023,S1,0.5,A,Yes
TR0881,S10088,MFG1,Principles of Manufacturing,CTE,2024,S2,0.5,B,Yes
TR0882,S10088,ENG1,English I,ELA,2025,S1,0.5,B,Yes
TR0883,S10088,ENG2,English II,ELA,2026,S2,0.5,B,Yes
TR0890,S10089,MFG1,Principles of Manufacturing,CTE,2023,S1,0.5,B,Yes
TR0891,S10089,ENG1,English I,ELA,2024,S2,0.5,B,Yes
TR0892,S10089,ENG2,English II,ELA,2025,S1,0.5,B,Yes
TR0893,S10089,ALG1,Algebra I,Math,2026,S2,0.5,A,Yes
TR0900,S10090,ENG1,English I,ELA,2023,S1,0.5,B,Yes
TR0901,S10090,ENG2,English II,ELA,2024,S2,0.5,B,Yes
TR0902,S10090,ALG1,Algebra I,Math,2025,S1,0.5,A,Yes
TR0903,S10090,GEOM,Geometry,Math,2026,S2,0.5,B,Yes
TR0910,S10091,ENG2,English II,ELA,2023,S1,0.5,B,Yes
TR0911,S10091,ALG1,Algebra I,Math,2024,S2,0.5,A,Yes
TR0912,S10091,GEOM,Geometry,Math,2025,S1,0.5,B,Yes
TR0913,S10091,BIO,Biology,Science,2026,S2,0.5,B,Yes
TR0920,S10092,ALG1,Algebra I,Math,2023,S1,0.5,A,Yes
TR0921,S10092,GEOM,Geometry,Math,2024,S2,0.5,B,Yes
TR0922,S10092,BIO,Biology,Science,2025,S1,0.5,B,Yes
TR0923,S10092,BUS1,Principles of Business,CTE,2026,S2,0.5,B,Yes
TR0930,S10093,GEOM,Geometry,Math,2023,S1,0.5,B,Yes
TR0931,S10093,BIO,Biology,Science,2024,S2,0.5,B,Yes
TR0932,S10093,BUS1,Principles of Business,CTE,2025,S1,0.5,B,Yes
TR0933,S10093,HLTH1,Principles of Health Science,CTE,2026,S2,0.5,A,Yes
TR0940,S10094,BIO,Biology,Science,2023,S1,0.5,B,Yes
TR0941,S10094,BUS1,Principles of Business,CTE,2024,S2,0.5,B,Yes
TR0942,S10094,HLTH1,Principles of Health Science,CTE,2025,S1,0.5,A,Yes
TR0943,S10094,IT1,Principles of IT,CTE,2026,S2,0.5,B,Yes
TR0950,S10095,BUS1,Principles of Business,CTE,2023,S1,0.5,B,Yes
TR0951,S10095,HLTH1,Principles of Health Science,CTE,2024,S2,0.5,A,Yes
TR0952,S10095,IT1,Principles of IT,CTE,2025,S1,0.5,B,Yes
TR0953,S10095,EDU1,Principles of Education,CTE,2026,S2,0.5,B,Yes
TR0960,S10096,HLTH1,Principles of Health Science,CTE,2023,S1,0.5,A,Yes
TR0961,S10096,IT1,Principles of IT,CTE,2024,S2,0.5,B,Yes
TR0962,S10096,EDU1,Principles of Education,CTE,2025,S1,0.5,B,Yes
TR0963,S10096,MFG1,Principles of Manufacturing,CTE,2026,S2,0.5,B,Yes
TR0970,S10097,IT1,Principles of IT,CTE,2023,S1,0.5,B,Yes
TR0971,S10097,EDU1,Principles of Education,CTE,2024,S2,0.5,B,Yes
TR0972,S10097,MFG1,Principles of Manufacturing,CTE,2025,S1,0.5,B,Yes
TR0973,S10097,ENG1,English I,ELA,2026,S2,0.5,A,Yes
TR0980,S10098,EDU1,Principles of Education,CTE,2023,S1,0.5,B,Yes
TR0981,S10098,MFG1,Principles of Manufacturing,CTE,2024,S2,0.5,B,Yes
TR0982,S10098,ENG1,English I,ELA,2025,S1,0.5,A,Yes
TR0983,S10098,ENG2,English II,ELA,2026,S2,0.5,B,Yes
TR0990,S10099,MFG1,Principles of Manufacturing,CTE,2023,S1,0.5,B,Yes
TR0991,S10099,ENG1,English I,ELA,2024,S2,0.5,A,Yes
TR0992,S10099,ENG2,English II,ELA,2025,S1,0.5,B,Yes
TR0993,S10099,ALG1,Algebra I,Math,2026,S2,0.5,B,Yes
